name,category,kcal_100,protein_100,fat_100,carbs_100,fiber_100,proposed_group,confidence,method,proposed_cooking_tags,proposed_allergens,proposed_diet_exclusions,default_scaling,reason,decision
Baton zbożowo-orzechowy bez cukru,Przekąski i słodycze,445,12.0,24.5,43.0,8.0,orzechy,ŚREDNIA,SŁOWO_KLUCZOWE,na_zimno,orzechy,,LINIOWY,słowo_kluczowe: orzechy; kategoria Przekąski i słodycze; kategoria z góry na NIE,NIE
Ciasteczka owsiane fit (bez cukru),Przekąski i słodycze,415,9.0,16.5,58.0,7.5,,NISKA,KATEGORIA,,gluten,gluten,,kategoria: —; kategoria z góry na NIE,NIE
Suszona wołowina słodko-ostra,Przekąski i słodycze,320,40.0,8.0,18.0,0.5,słodzik,ŚREDNIA,SŁOWO_KLUCZOWE,na_zimno,,,TŁUMIONY,słowo_kluczowe: słodzik; kategoria Przekąski i słodycze; kategoria z góry na NIE,NIE
Mini wafle ryżowe jogurtowe,Przekąski i słodycze,465,5.5,18.5,69.0,2.0,kasza_ryż,ŚREDNIA,SŁOWO_KLUCZOWE,gotowanie,,,LINIOWY,słowo_kluczowe: kasza_ryż; kategoria Przekąski i słodycze; kategoria z góry na NIE,NIE
Napój wieloowocowy light,Napoje,12,0.1,0.0,2.8,0.1,,NISKA,KATEGORIA,,,,,kategoria: —; kategoria z góry na NIE,NIE
Świeżo wyciskany sok pomarańczowy,Napoje,44,0.7,0.2,10.0,0.3,owoce,ŚREDNIA,SŁOWO_KLUCZOWE,na_zimno,,,DYSKRETNY,słowo_kluczowe: owoce; kategoria Napoje; kategoria z góry na NIE,NIE
Shot kurkuma-imbir-cytryna,Napoje,38,0.4,0.3,8.5,0.4,owoce,ŚREDNIA,SŁOWO_KLUCZOWE,na_zimno,,,DYSKRETNY,słowo_kluczowe: owoce; kategoria Napoje; kategoria z góry na NIE,NIE
Sos pieczeniowy ciemny (gotowy),Przyprawy i dodatki,55,1.2,2.5,7.0,0.3,sos,WYSOKA,SŁOWO_KLUCZOWE,na_zimno,,,STAŁY,słowo_kluczowe: sos; kategoria Przyprawy i dodatki,
Sos grzybowy (gotowy),Przyprawy i dodatki,78,1.8,5.5,5.5,0.6,sos,WYSOKA,SŁOWO_KLUCZOWE,na_zimno,,,STAŁY,słowo_kluczowe: sos; kategoria Przyprawy i dodatki,
Sos koperkowy (gotowy),Przyprawy i dodatki,85,1.5,6.5,5.0,0.3,sos,WYSOKA,SŁOWO_KLUCZOWE,na_zimno,,,STAŁY,słowo_kluczowe: sos; kategoria Przyprawy i dodatki,
Dip jogurtowo-czosnkowy light,Przyprawy i dodatki,95,3.5,6.0,6.5,0.3,nabiał_chudy,ŚREDNIA,SŁOWO_KLUCZOWE,na_zimno,mleko,"dairy,lactose",LINIOWY,słowo_kluczowe: nabiał_chudy; kategoria Przyprawy i dodatki,
Ketchup pikantny,Przyprawy i dodatki,108,1.6,0.2,24.5,1.1,sos,WYSOKA,SŁOWO_KLUCZOWE,na_zimno,,,STAŁY,słowo_kluczowe: sos; kategoria Przyprawy i dodatki,
Polędwiczka wieprzowa pieczona,Mięso i drób,155,26.5,5.5,0.0,0.0,białko_chude,NISKA,SŁOWO_KLUCZOWE,"smażenie,pieczenie",,meat,LINIOWY,słowo_kluczowe: białko_chude; kategoria Mięso i drób; wartości po obróbce termicznej (katalog diet liczy na surowo),
Kurczak curry z patelni (samo mięso w sosie),Mięso i drób,165,18.5,8.5,3.5,0.5,przyprawa,ŚREDNIA,SŁOWO_KLUCZOWE,*,,meat,STAŁY,słowo_kluczowe: przyprawa; kategoria Mięso i drób,
Klopsiki drobiowe w sosie pomidorowym,Mięso i drób,145,13.5,7.0,7.0,0.9,warzywa_surowe,ŚREDNIA,SŁOWO_KLUCZOWE,na_zimno,,meat,TŁUMIONY,słowo_kluczowe: warzywa_surowe; kategoria Mięso i drób,
Rolada z indyka ze szpinakiem,Mięso i drób,138,20.5,5.5,1.5,0.4,warzywa_liściaste,ŚREDNIA,SŁOWO_KLUCZOWE,na_zimno,,meat,TŁUMIONY,słowo_kluczowe: warzywa_liściaste; kategoria Mięso i drób,
Żeberka pieczone BBQ,Mięso i drób,320,21.0,24.5,4.0,0.2,białko_tłuste,NISKA,SŁOWO_KLUCZOWE,"pieczenie,duszenie",,meat,LINIOWY,słowo_kluczowe: białko_tłuste; kategoria Mięso i drób; wartości po obróbce termicznej (katalog diet liczy na surowo),
Gęś pieczona (mięso ze skórą),Mięso i drób,305,25.0,22.5,0.0,0.0,białko_tłuste,NISKA,SŁOWO_KLUCZOWE,"pieczenie,duszenie",,meat,LINIOWY,słowo_kluczowe: białko_tłuste; kategoria Mięso i drób; wartości po obróbce termicznej (katalog diet liczy na surowo),
Królik duszony,Mięso i drób,172,27.5,7.0,0.0,0.0,białko_chude,NISKA,KATEGORIA,"smażenie,pieczenie",,meat,LINIOWY,kategoria: białko_chude; wartości po obróbce termicznej (katalog diet liczy na surowo),
Salami drobiowe,Mięso i drób,305,22.0,24.0,1.0,0.0,wędlina,ŚREDNIA,SŁOWO_KLUCZOWE,na_zimno,,meat,TŁUMIONY,słowo_kluczowe: wędlina; kategoria Mięso i drób,
Dorsz pieczony w folii z warzywami,Ryby i owoce morza,88,16.5,1.5,2.5,0.5,białko_chude,NISKA,SŁOWO_KLUCZOWE,"smażenie,pieczenie",ryby,fish,LINIOWY,słowo_kluczowe: białko_chude; kategoria Ryby i owoce morza; wartości po obróbce termicznej (katalog diet liczy na surowo),
Łosoś teriyaki z piekarnika,Ryby i owoce morza,218,20.0,12.5,6.0,0.2,ryba_tłusta,WYSOKA,SŁOWO_KLUCZOWE,na_zimno,ryby,fish,LINIOWY,słowo_kluczowe: ryba_tłusta; kategoria Ryby i owoce morza,
Sola smażona na maśle,Ryby i owoce morza,168,16.5,10.5,2.5,0.1,białko_chude,NISKA,SŁOWO_KLUCZOWE,"smażenie,pieczenie","ryby,skorupiaki",fish,LINIOWY,słowo_kluczowe: białko_chude; kategoria Ryby i owoce morza; wartości po obróbce termicznej (katalog diet liczy na surowo),
Halibut gotowany na parze,Ryby i owoce morza,112,21.5,2.5,0.0,0.0,ryba_tłusta,ŚREDNIA,SŁOWO_KLUCZOWE,na_zimno,ryby,fish,LINIOWY,słowo_kluczowe: ryba_tłusta; kategoria Ryby i owoce morza,
Jajecznica na maśle z 3 jaj,Jaja,178,12.5,13.5,1.2,0.0,jajka,NISKA,KATEGORIA,"smażenie,gotowanie,pieczenie",jaja,egg,DYSKRETNY,kategoria: jajka,
Jajko w koszulce,Jaja,143,12.5,9.5,0.7,0.0,jajka,WYSOKA,SŁOWO_KLUCZOWE,"smażenie,gotowanie,pieczenie",jaja,egg,DYSKRETNY,słowo_kluczowe: jajka; kategoria Jaja,
Mleko owsiane fortyfikowane,Nabiał,45,0.8,1.5,6.8,0.8,mleko,WYSOKA,SŁOWO_KLUCZOWE,"gotowanie,na_zimno","mleko,gluten","dairy,gluten",LINIOWY,słowo_kluczowe: mleko; kategoria Nabiał,
Jogurt kokosowy naturalny,Nabiał,152,1.2,14.5,4.5,0.5,nabiał_chudy,WYSOKA,SŁOWO_KLUCZOWE,na_zimno,mleko,"dairy,lactose",LINIOWY,słowo_kluczowe: nabiał_chudy; kategoria Nabiał,
Ricotta light,Nabiał,112,9.5,6.0,4.5,0.0,ser,ŚREDNIA,SŁOWO_KLUCZOWE,"pieczenie,na_zimno",mleko,"dairy,lactose",LINIOWY,słowo_kluczowe: ser; kategoria Nabiał,
Chałka drożdżowa,Zboża i pieczywo,315,8.5,6.5,56.5,2.2,pieczywo,NISKA,KATEGORIA,na_zimno,,,DYSKRETNY,kategoria: pieczywo,
Bajgiel nowojorski,Zboża i pieczywo,275,10.5,1.5,54.5,2.4,pieczywo,NISKA,KATEGORIA,na_zimno,,,DYSKRETNY,kategoria: pieczywo,
Naan (chlebek indyjski),Zboża i pieczywo,310,8.5,8.0,50.5,2.0,pieczywo,NISKA,KATEGORIA,na_zimno,,,DYSKRETNY,kategoria: pieczywo,
Pita pełnoziarnista,Zboża i pieczywo,262,9.5,2.5,51.0,6.5,pieczywo,ŚREDNIA,SŁOWO_KLUCZOWE,na_zimno,gluten,gluten,DYSKRETNY,słowo_kluczowe: pieczywo; kategoria Zboża i pieczywo,
Owsianka błyskawiczna naturalna (sucha),Zboża i pieczywo,372,12.5,7.5,61.5,9.5,płatki,ŚREDNIA,SŁOWO_KLUCZOWE,"gotowanie,na_zimno",gluten,gluten,LINIOWY,słowo_kluczowe: płatki; kategoria Zboża i pieczywo,
Granola orzechowa domowa,Zboża i pieczywo,465,11.5,21.5,55.5,7.0,płatki,ŚREDNIA,SŁOWO_KLUCZOWE,"gotowanie,na_zimno","gluten,orzechy",gluten,LINIOWY,słowo_kluczowe: płatki; kategoria Zboża i pieczywo,
"Ryż czarny (venere), suchy","Kasze, ryż i makarony",356,8.9,3.3,72.0,4.9,kasza_ryż,NISKA,SŁOWO_KLUCZOWE,gotowanie,,,LINIOWY,"słowo_kluczowe: kasza_ryż; kategoria Kasze, ryż i makarony",
"Kasza owsiana (pęczak owsiany), sucha","Kasze, ryż i makarony",375,12.0,7.0,62.5,9.0,kasza_ryż,WYSOKA,SŁOWO_KLUCZOWE,gotowanie,gluten,gluten,LINIOWY,"słowo_kluczowe: kasza_ryż; kategoria Kasze, ryż i makarony",
"Kuskus perłowy (ptitim), suchy","Kasze, ryż i makarony",358,12.0,1.2,72.5,4.0,kasza_ryż,WYSOKA,SŁOWO_KLUCZOWE,gotowanie,gluten,gluten,LINIOWY,"słowo_kluczowe: kasza_ryż; kategoria Kasze, ryż i makarony",
Bakłażan grillowany,Warzywa,68,1.2,4.5,5.5,2.8,warzywa_gotowane,NISKA,SŁOWO_KLUCZOWE,"gotowanie,pieczenie",,,TŁUMIONY,słowo_kluczowe: warzywa_gotowane; kategoria Warzywa; wartości po obróbce termicznej (katalog diet liczy na surowo),
Marchewka z groszkiem (gotowana),Warzywa,58,2.4,2.0,7.5,3.0,warzywa_gotowane,ŚREDNIA,SŁOWO_KLUCZOWE,"gotowanie,pieczenie",,,TŁUMIONY,słowo_kluczowe: warzywa_gotowane; kategoria Warzywa,
Surówka z białej kapusty (coleslaw light),Warzywa,72,1.2,4.5,6.5,2.2,warzywa_gotowane,ŚREDNIA,SŁOWO_KLUCZOWE,"gotowanie,pieczenie",,,TŁUMIONY,słowo_kluczowe: warzywa_gotowane; kategoria Warzywa,
Mizeria (ogórki w jogurcie),Warzywa,42,1.5,2.2,4.0,0.6,warzywa_gotowane,NISKA,KATEGORIA,"gotowanie,pieczenie",,,TŁUMIONY,kategoria: warzywa_gotowane,
Kapusta kiszona zasmażana z grzybami,Warzywa,78,2.2,4.0,8.0,3.2,kiszonki,WYSOKA,SŁOWO_KLUCZOWE,na_zimno,,,TŁUMIONY,słowo_kluczowe: kiszonki; kategoria Warzywa,
Kompot z wiśni bez cukru,Owoce,28,0.3,0.1,6.5,0.4,owoce,NISKA,KATEGORIA,na_zimno,,,DYSKRETNY,kategoria: owoce,
Szarlotka domowa (kawałek),Owoce,265,3.0,11.5,37.5,1.8,owoce,NISKA,KATEGORIA,na_zimno,,,DYSKRETNY,kategoria: owoce,
Banany suszone chipsy,Owoce,520,2.3,33.5,58.5,7.5,słodzik,ŚREDNIA,SŁOWO_KLUCZOWE,na_zimno,,,TŁUMIONY,słowo_kluczowe: słodzik; kategoria Owoce,
Zupa krem z pieczarek,Dania gotowe i fast food,68,2.2,4.5,4.8,0.8,,NISKA,KATEGORIA,,,,,kategoria: —; kategoria z góry na NIE,NIE
Zupa krem z kalafiora,Dania gotowe i fast food,52,2.0,2.8,4.8,1.4,warzywa_gotowane,ŚREDNIA,SŁOWO_KLUCZOWE,"gotowanie,pieczenie",,,TŁUMIONY,słowo_kluczowe: warzywa_gotowane; kategoria Dania gotowe i fast food; kategoria z góry na NIE,NIE
Zupa meksykańska z mięsem i fasolą,Dania gotowe i fast food,95,6.5,3.5,9.5,2.6,strączki,ŚREDNIA,SŁOWO_KLUCZOWE,gotowanie,,,LINIOWY,słowo_kluczowe: strączki; kategoria Dania gotowe i fast food; kategoria z góry na NIE,NIE
Wołowina po burgundzku,Dania gotowe i fast food,145,14.5,7.5,4.5,0.8,,NISKA,KATEGORIA,,,,,kategoria: —; kategoria z góry na NIE,NIE
Moussaka grecka,Dania gotowe i fast food,158,8.0,10.0,8.5,1.6,,NISKA,KATEGORIA,,,,,kategoria: —; kategoria z góry na NIE,NIE
Zapiekanka makaronowa z brokułem,Dania gotowe i fast food,148,7.5,6.0,16.0,1.6,makaron,ŚREDNIA,SŁOWO_KLUCZOWE,gotowanie,gluten,gluten,LINIOWY,słowo_kluczowe: makaron; kategoria Dania gotowe i fast food; kategoria z góry na NIE,NIE
Pieczeń rzymska (klops),Dania gotowe i fast food,215,16.5,14.5,4.5,0.5,,NISKA,KATEGORIA,,,,,kategoria: —; kategoria z góry na NIE,NIE
Bigos staropolski,Dania gotowe i fast food,118,7.5,7.0,6.5,2.8,,NISKA,KATEGORIA,,,,,kategoria: —; kategoria z góry na NIE,NIE
"Chipsy warzywne (burak, marchew, pasternak)",Przekąski i słodycze,485,5.5,27.5,52.0,9.5,,NISKA,KATEGORIA,,,,,kategoria: —; kategoria z góry na NIE,NIE
Krakersy pełnoziarniste,Przekąski i słodycze,435,10.0,14.5,64.5,6.5,,NISKA,KATEGORIA,,,,,kategoria: —; kategoria z góry na NIE,NIE
Paluszki chlebowe grissini,Przekąski i słodycze,412,12.0,8.5,71.0,3.2,pieczywo,ŚREDNIA,SŁOWO_KLUCZOWE,na_zimno,gluten,gluten,DYSKRETNY,słowo_kluczowe: pieczywo; kategoria Przekąski i słodycze; kategoria z góry na NIE,NIE
Popcorn z powietrza (bez tłuszczu),Przekąski i słodycze,385,12.0,4.5,72.0,14.5,,NISKA,KATEGORIA,,,,,kategoria: —; kategoria z góry na NIE,NIE
Woda z sokiem malinowym,Napoje,18,0.0,0.0,4.4,0.0,owoce_jagodowe,ŚREDNIA,SŁOWO_KLUCZOWE,na_zimno,,,TŁUMIONY,słowo_kluczowe: owoce_jagodowe; kategoria Napoje; kategoria z góry na NIE,NIE
Lemoniada cytrynowa domowa light,Napoje,22,0.1,0.0,5.2,0.1,owoce,ŚREDNIA,SŁOWO_KLUCZOWE,na_zimno,,,DYSKRETNY,słowo_kluczowe: owoce; kategoria Napoje; kategoria z góry na NIE,NIE
Kombucha imbirowa,Napoje,24,0.0,0.0,5.8,0.0,przyprawa,ŚREDNIA,SŁOWO_KLUCZOWE,*,,,STAŁY,słowo_kluczowe: przyprawa; kategoria Napoje; kategoria z góry na NIE,NIE
Odżywka typu clear whey (izolat klarowny),Odżywki i suplementy,368,86.0,0.5,4.0,0.0,białko_proszek,WYSOKA,SŁOWO_KLUCZOWE,na_zimno,,,LINIOWY,słowo_kluczowe: białko_proszek; kategoria Odżywki i suplementy,
Baton proteinowy podwójna czekolada,Odżywki i suplementy,372,32.0,12.5,33.0,5.5,białko_proszek,ŚREDNIA,SŁOWO_KLUCZOWE,na_zimno,,,LINIOWY,słowo_kluczowe: białko_proszek; kategoria Odżywki i suplementy,
Sos żurawinowy,Przyprawy i dodatki,158,0.2,0.1,39.0,1.0,owoce_jagodowe,ŚREDNIA,SŁOWO_KLUCZOWE,na_zimno,,,TŁUMIONY,słowo_kluczowe: owoce_jagodowe; kategoria Przyprawy i dodatki,
Ocet balsamiczny z Modeny,Przyprawy i dodatki,88,0.5,0.0,17.0,0.0,przyprawa,NISKA,KATEGORIA,*,,,STAŁY,kategoria: przyprawa,
Sos sriracha,Przyprawy i dodatki,95,1.8,0.9,19.0,2.2,sos,WYSOKA,SŁOWO_KLUCZOWE,na_zimno,,,STAŁY,słowo_kluczowe: sos; kategoria Przyprawy i dodatki,
Smalec gęsi,Tłuszcze i oleje,900,0.0,99.8,0.0,0.0,białko_tłuste,ŚREDNIA,SŁOWO_KLUCZOWE,"pieczenie,duszenie",,,LINIOWY,słowo_kluczowe: białko_tłuste; kategoria Tłuszcze i oleje,
Masło orzechowe z białkiem (wzbogacone),Tłuszcze i oleje,545,32.0,38.5,16.0,7.0,orzechy_pasty,WYSOKA,SŁOWO_KLUCZOWE,na_zimno,"orzechy,orzechy_ziemne",,LINIOWY,słowo_kluczowe: orzechy_pasty; kategoria Tłuszcze i oleje,
Tempeh naturalny,Rośliny strączkowe,192,20.3,10.8,7.6,5.5,białko_roślinne,WYSOKA,SŁOWO_KLUCZOWE,"smażenie,pieczenie",soja,,LINIOWY,słowo_kluczowe: białko_roślinne; kategoria Rośliny strączkowe,
"Makaron z czerwonej soczewicy, suchy",Rośliny strączkowe,338,25.0,2.0,52.0,6.0,makaron,WYSOKA,SŁOWO_KLUCZOWE,gotowanie,gluten,gluten,LINIOWY,słowo_kluczowe: makaron; kategoria Rośliny strączkowe,
Mieszanka studencka premium,Orzechy i nasiona,495,13.5,33.0,34.5,6.5,orzechy,NISKA,KATEGORIA,na_zimno,orzechy,,LINIOWY,kategoria: orzechy,
Pasta z nerkowców,Orzechy i nasiona,587,17.5,46.0,30.0,3.0,orzechy,ŚREDNIA,SŁOWO_KLUCZOWE,na_zimno,orzechy,,LINIOWY,słowo_kluczowe: orzechy; kategoria Orzechy i nasiona,
Sezam nasiona,Orzechy i nasiona,573,17.7,49.7,23.5,11.8,nasiona,ŚREDNIA,SŁOWO_KLUCZOWE,na_zimno,"orzechy,sezam",,LINIOWY,słowo_kluczowe: nasiona; kategoria Orzechy i nasiona,
Karob (mączka chleba świętojańskiego),Przyprawy i dodatki,222,4.6,0.7,88.9,39.8,przyprawa,NISKA,KATEGORIA,*,,,STAŁY,kategoria: przyprawa,
Błonnik witalny (babka płesznik + jajowata),Odżywki i suplementy,205,2.5,0.5,88.0,85.0,,NISKA,KATEGORIA,,,,,kategoria: —; kategoria z góry na NIE,NIE
Drożdże nieaktywne płatki (nutritional yeast),Odżywki i suplementy,325,45.0,5.0,35.0,20.0,płatki,ŚREDNIA,SŁOWO_KLUCZOWE,"gotowanie,na_zimno",,,LINIOWY,słowo_kluczowe: płatki; kategoria Odżywki i suplementy; kategoria z góry na NIE,NIE
Spirulina proszek,Odżywki i suplementy,290,57.5,7.7,23.9,3.6,,NISKA,KATEGORIA,,,,,kategoria: —; kategoria z góry na NIE,NIE
"Comber jagnięcy, surowy",Mięso i drób,225,17.5,17.0,0.0,0.0,białko_chude,NISKA,KATEGORIA,"smażenie,pieczenie",,meat,LINIOWY,kategoria: białko_chude,
"Gicz wołowa, surowa",Mięso i drób,128,21.5,4.5,0.0,0.0,białko_chude,NISKA,KATEGORIA,"smażenie,pieczenie",,meat,LINIOWY,kategoria: białko_chude,
"Ligawa wołowa, surowa",Mięso i drób,121,21.9,3.6,0.0,0.0,białko_chude,NISKA,KATEGORIA,"smażenie,pieczenie",,meat,LINIOWY,kategoria: białko_chude,
"Rozbratel wołowy, surowy",Mięso i drób,185,19.5,12.0,0.0,0.0,białko_chude,NISKA,KATEGORIA,"smażenie,pieczenie",,meat,LINIOWY,kategoria: białko_chude,
"Golonka wieprzowa, surowa",Mięso i drób,245,17.0,19.5,0.0,0.0,białko_tłuste,ŚREDNIA,SŁOWO_KLUCZOWE,"pieczenie,duszenie",,meat,LINIOWY,słowo_kluczowe: białko_tłuste; kategoria Mięso i drób,
"Łopatka wieprzowa bez kości, surowa",Mięso i drób,186,18.5,12.5,0.0,0.0,białko_chude,NISKA,KATEGORIA,"smażenie,pieczenie",,meat,LINIOWY,kategoria: białko_chude,
Podgardle wieprzowe,Mięso i drób,515,9.5,53.0,0.0,0.0,białko_chude,NISKA,KATEGORIA,"smażenie,pieczenie",,meat,LINIOWY,kategoria: białko_chude,
Słonina,Mięso i drób,755,2.5,82.0,0.0,0.0,białko_chude,NISKA,KATEGORIA,"smażenie,pieczenie",,meat,LINIOWY,kategoria: białko_chude,
"Nogi kurczaka (pałki), surowe ze skórą",Mięso i drób,161,18.0,9.5,0.0,0.0,białko_tłuste,ŚREDNIA,SŁOWO_KLUCZOWE,"pieczenie,duszenie",,meat,LINIOWY,słowo_kluczowe: białko_tłuste; kategoria Mięso i drób,
Korpus kurczaka (na rosół),Mięso i drób,195,15.5,14.5,0.0,0.0,białko_chude,NISKA,KATEGORIA,"smażenie,pieczenie",,meat,LINIOWY,kategoria: białko_chude,
"Żołądki drobiowe, surowe",Mięso i drób,94,17.7,2.1,0.0,0.0,białko_chude,NISKA,KATEGORIA,"smażenie,pieczenie",,meat,LINIOWY,kategoria: białko_chude,
"Wątróbka wieprzowa, surowa",Mięso i drób,134,21.4,3.7,2.5,0.0,białko_chude,WYSOKA,SŁOWO_KLUCZOWE,"smażenie,pieczenie",,meat,LINIOWY,słowo_kluczowe: białko_chude; kategoria Mięso i drób,
"Ozorki wieprzowe, surowe",Mięso i drób,225,16.5,17.0,0.0,0.0,białko_chude,NISKA,KATEGORIA,"smażenie,pieczenie",,meat,LINIOWY,kategoria: białko_chude,
"Perliczka, surowa (mięso ze skórą)",Mięso i drób,158,23.5,6.5,0.0,0.0,białko_chude,NISKA,KATEGORIA,"smażenie,pieczenie",,meat,LINIOWY,kategoria: białko_chude,
"Strusina (stek ze strusia), surowa",Mięso i drób,115,22.0,2.5,0.0,0.0,białko_chude,NISKA,KATEGORIA,"smażenie,pieczenie",,meat,LINIOWY,kategoria: białko_chude,
"Sarnina (comber), surowa",Mięso i drób,120,22.5,2.8,0.0,0.0,białko_chude,NISKA,KATEGORIA,"smażenie,pieczenie",,meat,LINIOWY,kategoria: białko_chude,
Krakowska sucha,Mięso i drób,345,24.5,27.0,1.0,0.0,białko_chude,NISKA,KATEGORIA,"smażenie,pieczenie",,meat,LINIOWY,kategoria: białko_chude,
Mielonka wieprzowa (konserwa),Mięso i drób,285,13.0,25.5,1.5,0.0,białko_mielone,ŚREDNIA,SŁOWO_KLUCZOWE,"smażenie,pieczenie",,meat,LINIOWY,słowo_kluczowe: białko_mielone; kategoria Mięso i drób,
Biała kiełbasa surowa,Mięso i drób,265,14.0,22.5,1.5,0.0,wędlina,ŚREDNIA,SŁOWO_KLUCZOWE,na_zimno,,meat,TŁUMIONY,słowo_kluczowe: wędlina; kategoria Mięso i drób,
Metka łososiowa,Mięso i drób,385,12.5,37.0,1.0,0.0,ryba_tłusta,ŚREDNIA,SŁOWO_KLUCZOWE,na_zimno,ryby,"meat,fish",LINIOWY,słowo_kluczowe: ryba_tłusta; kategoria Mięso i drób,
Baleron,Mięso i drób,215,19.5,15.0,0.5,0.0,białko_chude,NISKA,KATEGORIA,"smażenie,pieczenie",,meat,LINIOWY,kategoria: białko_chude,
Boczek gotowany wędzony,Mięso i drób,385,16.0,35.5,1.0,0.0,wędlina,NISKA,SŁOWO_KLUCZOWE,na_zimno,,meat,TŁUMIONY,słowo_kluczowe: wędlina; kategoria Mięso i drób; wartości po obróbce termicznej (katalog diet liczy na surowo),
"Sardela (anchois) w oliwie, odsączona",Ryby i owoce morza,210,28.9,9.7,0.0,0.0,tłuszcz,ŚREDNIA,SŁOWO_KLUCZOWE,"smażenie,pieczenie",ryby,fish,LINIOWY,słowo_kluczowe: tłuszcz; kategoria Ryby i owoce morza,
"Sardynka świeża, surowa",Ryby i owoce morza,208,24.6,11.5,0.0,0.0,ryba_tłusta,ŚREDNIA,SŁOWO_KLUCZOWE,na_zimno,ryby,fish,LINIOWY,słowo_kluczowe: ryba_tłusta; kategoria Ryby i owoce morza,
"Szprot świeży, surowy",Ryby i owoce morza,195,17.0,14.0,0.0,0.0,ryba_chuda,NISKA,KATEGORIA,"pieczenie,smażenie",ryby,fish,LINIOWY,kategoria: ryba_chuda,
Ikra łososiowa (kawior czerwony),Ryby i owoce morza,250,29.0,14.0,2.9,0.0,ryba_tłusta,ŚREDNIA,SŁOWO_KLUCZOWE,na_zimno,ryby,fish,LINIOWY,słowo_kluczowe: ryba_tłusta; kategoria Ryby i owoce morza,
"Małże w zalewie, odsączone",Ryby i owoce morza,98,13.5,2.5,4.5,0.0,ryba_chuda,NISKA,KATEGORIA,"pieczenie,smażenie","ryby,skorupiaki",fish,LINIOWY,kategoria: ryba_chuda,
Ostrygi świeże,Ryby i owoce morza,68,7.0,2.5,3.9,0.0,ryba_chuda,NISKA,KATEGORIA,"pieczenie,smażenie",ryby,fish,LINIOWY,kategoria: ryba_chuda,
"Langustynki, surowe",Ryby i owoce morza,78,17.5,0.8,0.2,0.0,ryba_chuda,NISKA,KATEGORIA,"pieczenie,smażenie","ryby,skorupiaki",fish,LINIOWY,kategoria: ryba_chuda,
Śledź po japońsku (w majonezie),Ryby i owoce morza,285,10.5,25.5,3.5,0.2,ryba_tłusta,WYSOKA,SŁOWO_KLUCZOWE,na_zimno,ryby,fish,LINIOWY,słowo_kluczowe: ryba_tłusta; kategoria Ryby i owoce morza,
Jajo indycze,Jaja,171,13.7,11.9,1.2,0.0,jajka,ŚREDNIA,SŁOWO_KLUCZOWE,"smażenie,gotowanie,pieczenie",jaja,egg,DYSKRETNY,słowo_kluczowe: jajka; kategoria Jaja,
Ser halloumi grillowany,Nabiał,322,21.5,25.0,2.5,0.0,ser,NISKA,SŁOWO_KLUCZOWE,"pieczenie,na_zimno",mleko,"dairy,lactose",LINIOWY,słowo_kluczowe: ser; kategoria Nabiał; wartości po obróbce termicznej (katalog diet liczy na surowo),
Ser burrata,Nabiał,262,13.0,22.0,2.5,0.0,nabiał_tłusty,NISKA,KATEGORIA,na_zimno,mleko,"dairy,lactose",LINIOWY,kategoria: nabiał_tłusty,
Ser mascarpone light,Nabiał,265,5.5,25.0,4.5,0.0,ser,WYSOKA,SŁOWO_KLUCZOWE,"pieczenie,na_zimno",mleko,"dairy,lactose",LINIOWY,słowo_kluczowe: ser; kategoria Nabiał,
Ser lazur (błękitny),Nabiał,345,20.0,29.0,1.0,0.0,nabiał_tłusty,NISKA,KATEGORIA,na_zimno,mleko,"dairy,lactose",LINIOWY,kategoria: nabiał_tłusty,
Ser limburski,Nabiał,327,20.0,27.2,0.5,0.0,nabiał_tłusty,NISKA,KATEGORIA,na_zimno,mleko,"dairy,lactose",LINIOWY,kategoria: nabiał_tłusty,
Ser smażony (fondue śląskie),Nabiał,285,15.5,23.5,3.0,0.0,nabiał_tłusty,NISKA,KATEGORIA,na_zimno,mleko,"dairy,lactose",LINIOWY,kategoria: nabiał_tłusty; wartości po obróbce termicznej (katalog diet liczy na surowo),
Bryndza podhalańska,Nabiał,262,17.0,21.0,1.5,0.0,nabiał_tłusty,NISKA,KATEGORIA,na_zimno,mleko,"dairy,lactose",LINIOWY,kategoria: nabiał_tłusty,
Bundz owczy,Nabiał,235,17.5,18.0,1.0,0.0,nabiał_tłusty,NISKA,KATEGORIA,na_zimno,mleko,"dairy,lactose",LINIOWY,kategoria: nabiał_tłusty,
Żentyca (serwatka owcza),Nabiał,55,3.5,2.5,4.5,0.0,nabiał_chudy,NISKA,KATEGORIA,na_zimno,mleko,"dairy,lactose",LINIOWY,kategoria: nabiał_chudy,
Mleko kozie świeże,Nabiał,69,3.6,4.1,4.5,0.0,mleko,WYSOKA,SŁOWO_KLUCZOWE,"gotowanie,na_zimno",mleko,"dairy,lactose",LINIOWY,słowo_kluczowe: mleko; kategoria Nabiał,
Jogurt islandzki skyr waniliowy,Nabiał,78,9.5,0.2,9.0,0.0,nabiał_chudy,WYSOKA,SŁOWO_KLUCZOWE,na_zimno,mleko,"dairy,lactose",LINIOWY,słowo_kluczowe: nabiał_chudy; kategoria Nabiał,
